idiom,explanation,original_sentence,original_paraphrase
大,有钱人,倚在自家门口、像一个封建的大家闺秀一样玩弄着辫子梢的黄互助。,倚在自家门口、像一个封建的有钱人家的女儿一样玩弄着辫子梢的黄互助。
闺秀,的女儿,倚在自家门口、像一个封建的大家闺秀一样玩弄着辫子梢的黄互助。,倚在自家门口、像一个封建的有钱人家的女儿一样玩弄着辫子梢的黄互助。
依无靠,势,我家无依无靠，没有势力，很快成了大家污辱和虐待的对象。,我家无势，没有势力，很快成了大家污辱和虐待的对象。
瓮气,音粗大,小香烛店的老板（他也算是“老板”），人物猥琐，个儿矮小，而且是个“鼻子”，“　”得非常厉害，说起话来瓮声瓮气，谁也听不清他说什么。,小香烛店的老板（他也算是“老板”），人物猥琐，个儿矮小，而且是个“鼻子”，“　”得非常厉害，说起话来声音粗大，谁也听不清他说什么。
宏大量,容,他是宽宏大量的人，只要她放弃了东阳，以往的一切都能原谅。,他是宽容的人，只要她放弃了东阳，以往的一切都能原谅。
色,种职业的,小坡过年的时候，这“各色人等”也都过年；所以显着分外的热闹。,小坡过年的时候，这“各种职业的人”也都过年；所以显着分外的热闹。
七杂八,乱,“爹，你亲自派我的事，我不会忘记，二姊告我的事，杂七杂八，说了许多，一面说，一面又拉我到场上去看卖牛，我就只记得小牛，记不得鱼了。,爹，你亲自派我的事，我不会忘记，二姊告我的事，事情杂乱，说了许多，一面说，一面又拉我到场上去看卖牛，我就只记得小牛，记不得鱼了。
心耿耿,诚,我感到父亲很不够意思，我对他是那样的忠心耿耿，坚决地和他站在一条战线上与母亲作对，还保守着他和野骡子姑姑相好的秘密，但他竟然一个人跑来吃狗肉而不带着我，让我如何不委屈。,我感到父亲很不够意思，我对他是那样的忠诚，坚决地和他站在一条战线上与母亲作对，还保守着他和野骡子姑姑相好的秘密，但他竟然一个人跑来吃狗肉而不带着我，让我如何不委屈。
天长地,时间悠,他的名诗篇有《长恨歌》和《琵琶行》，前一篇到末尾还沉吟“天长地久有时尽，此恨（爱而别之恨）绵绵无绝期”，后一篇是把“犹抱琵琶半遮面”的人物请到自己船上，都是写“隔断红尘三十里”（程颢）、“问渠那得清如许”（朱熹）的宋儒所不敢想的。,他的名诗篇有《长恨歌》和《琵琶行》，前一篇到末尾还沉吟“时间悠久有时尽，此恨（爱而别之恨）绵绵无绝期”，后一篇是把“犹抱琵琶半遮面”的人物请到自己船上，都是写“隔断红尘三十里”（程颢）、“问渠那得清如许”（朱熹）的宋儒所不敢想的。
腾,乘,到了身涉其巅，爬上这些大石块去向四边一望，又像是脚不着土，飘飘然如腾云驾雾，身子在飞翔的样子。,到了身涉其巅，爬上这些大石块去向四边一望，又像是脚不着土，飘飘然如乘云雾飞行，身子在飞翔的样子。
得要领,抓关键,我们提出一些问题，导游多次回答仍不得要领，王大力忍不住轻声解释几句，谁料这几句解释既痛快又幽默，我们渐渐向他汇拢了，使得讲一口流利英语的埃及女导游渐渐被冷落在一边，非常难过，说要控诉旅游公司，既然派出了她，为什么还要派来一个更强的。,我们提出一些问题，导游多次回答仍不抓关键，王大力忍不住轻声解释几句，谁料这几句解释既痛快又幽默，我们渐渐向他汇拢了，使得讲一口流利英语的埃及女导游渐渐被冷落在一边，非常难过，说要控诉旅游公司，既然派出了她，为什么还要派来一个更强的。
酷无情,血,答∶世界上有各式沃样的人，我也碰过冷酷无情的人，当然相信的。,答∶世界上有各式沃样的人，我也碰过冷血的人，当然相信的。
土,当地,冬去春来，把它放在小园的某一个嫩枝上，静候有那么一天，会爬出一群小螳螂，然后看着长大，并设想，土生土长，总当安居乐业了吧？,冬去春来，把它放在小园的某一个嫩枝上，静候有那么一天，会爬出一群小螳螂，然后看着长大，并设想，当地生长，总当安定的生活了吧？
居乐业,定的生活,冬去春来，把它放在小园的某一个嫩枝上，静候有那么一天，会爬出一群小螳螂，然后看着长大，并设想，土生土长，总当安居乐业了吧？,冬去春来，把它放在小园的某一个嫩枝上，静候有那么一天，会爬出一群小螳螂，然后看着长大，并设想，当地生长，总当安定的生活了吧？
错乱,病,疯了，也就是神经错乱，疯了或是神经错乱的鲜明标志就是胡言乱语，逻辑混乱，哭笑无常，对不对？,疯了，也就是犯神经病，疯了或是思维混乱的鲜明标志就是胡说，逻辑混乱，哭笑无常，对不对？
神经错,思维混,疯了，也就是神经错乱，疯了或是神经错乱的鲜明标志就是胡言乱语，逻辑混乱，哭笑无常，对不对？,疯了，也就是犯神经病，疯了或是思维混乱的鲜明标志就是胡说，逻辑混乱，哭笑无常，对不对？
言乱语,说,疯了，也就是神经错乱，疯了或是神经错乱的鲜明标志就是胡言乱语，逻辑混乱，哭笑无常，对不对？,疯了，也就是犯神经病，疯了或是思维混乱的鲜明标志就是胡说，逻辑混乱，哭笑无常，对不对？
火打劫,机谋取私利,再说生命的结束，据说，钱牧斋于清康熙三年（公元1664）归天之后，族人钱曾（即著名藏书家钱遵王）等想趁火打劫，靠柳的机智果断，自缢于荣木楼，才解救了家难。,再说生命的结束，据说，钱牧斋于清康熙三年（公元1664）归天之后，族人钱曾（即著名藏书家钱遵王）等想趁机谋取私利，靠柳的机智果断，自缢于荣木楼，才解救了家难。
天,没有,我的女儿，在逝去的岁月中，虽有太多的坎坷，但我们已用尽爱的金线，一针一针经纬地织补起来，希望父母的巧手神工能织得像当初上帝赐给你的一样，天衣无缝，重度你快乐健康的人生。,我的女儿，在逝去的岁月中，虽有太多的坎坷，但我们已用尽爱的金线，一针一针经纬地织补起来，希望父母的巧手神工能织得像当初上帝赐给你的一样，没有衣缝，重度你快乐健康的人生。
一无所,没有收,"但此人虽然眼力欠佳，脾气倒还好，当面叫他，也不急不恼，像刚才经理所说""是跟师娘学的""这句话，就等于明打明地嘲笑他当年的学艺一无所获，白白地拜了师。","但此人虽然眼力欠佳，脾气倒还好，当面叫他，也不急不恼，像刚才经理所说""是跟师娘学的""这句话，就等于明打明地嘲笑他当年的学艺没有收获，白白地拜了师。"
五裂,散,方六的脸上中了一弹，鼻梁被打得四分五裂，他的血溅了父亲一脸。,方六的脸上中了一弹，鼻梁被打得分散，他的血溅了父亲一脸。
号施,布命,在发号施令，两三个工人跟着喊：“向前一点！,在发布命令，两三个工人跟着喊：“向前一点！
冠楚楚,服整齐,李登云两口子衣冠楚楚，分别立在大门两边，脸上堆着笑容，和进来的客人热情握手，表示欢迎光临他们儿子的婚礼。,李登云两口子衣服整齐，分别立在大门两边，脸上堆着笑容，和进来的客人热情握手，表示欢迎光临他们儿子的婚礼。
道,意相传,元天亮离开了樱镇一个月，樱镇人还在津津乐道元天亮，说元天亮瘦是瘦，鼻子下的两条法令特别长，这是当大官的相。,元天亮离开了樱镇一个月，樱镇人还在乐意相传元天亮，说元天亮瘦是瘦，鼻子下的两条法令特别长，这是当大官的相。
钉子碰,遭拒,然而你应当懂出钱的时候，最好不必让他先送你钉子碰，送不碰钉子处名之曰“里手”。,然而你应当懂出钱的时候，最好不必让他先送你遭拒，送不遭拒处名之曰“里手”。
碰钉子,遭拒,然而你应当懂出钱的时候，最好不必让他先送你钉子碰，送不碰钉子处名之曰“里手”。,然而你应当懂出钱的时候，最好不必让他先送你遭拒，送不遭拒处名之曰“里手”。
質彬彬咬文嚼字兒,化地过分斟酌,到了這個時候兒，你還是文質彬彬咬文嚼字兒的跟我說終身難忘。,到了這個時候兒，你還是有文化地过分斟酌的跟我說終身難忘。
是而非,正确实则错误,但茅盾也发现其中的一些观点，有些似是而非。,但茅盾也发现其中的一些观点，有些看似正确实则错误。
游手好,悠,他一副游手好闲的样子——他也好长时间没有这种闲情逸致了。,他一副悠闲的样子——他也好长时间没有这种清闲安逸了。
情,安,他一副游手好闲的样子——他也好长时间没有这种闲情逸致了。,他一副悠闲的样子——他也好长时间没有这种清闲安逸了。
异军,一支力量,壮年的小说却是多彩多姿的，这个时期的人生，就像棋局的中盘，千变万化，风起云涌，异军突起，成败得失，难以逆料。,壮年的小说却是丰富的，这个时期的人生，就像棋局的中盘，变化极多，声势很大，一支力量突然出现，成功失败，难以逆料。
起,然出现,壮年的小说却是多彩多姿的，这个时期的人生，就像棋局的中盘，千变万化，风起云涌，异军突起，成败得失，难以逆料。,壮年的小说却是丰富的，这个时期的人生，就像棋局的中盘，变化极多，声势很大，一支力量突然出现，成功失败，难以逆料。
眼中钉,障碍,她想她何苦要去做那不相干人的眼中钉？,她想她何苦要去做那不相干人的障碍？
轻,有任何,说是已经派员来县指导核办，在该员未到前，各民众团体不得轻举妄动，以免多生枝节。,说是已经派员来县指导核办，在该员未到前，各民众团体不得有任何举动，以免多生枝节。
无间,切,而经过一次又一次生活风暴的冲刷，这个家又变得这样亲密无间了。,而经过一次又一次生活风暴的冲刷，这个家又变得这样密切了。
