idiom,explanation,original_sentence,original_paraphrase
券,利,要有效保护知识产权，公营与私营机构之间的策略性伙伴关系至为重要。业界与执法机构必须并肩作战，才能稳操胜券，痛击侵权、盗版之徒。,要有效保护知识产权，公营与私营机构之间的策略性伙伴关系至为重要。业界与执法机构必须并肩作战，才能确保胜利，痛击侵权、盗版之徒。
重就轻,主要的问题,棘手的加泰罗尼亚问题通过颁布一部新自治法似乎得到了解决，尽管其规定中有些许避重就轻的色彩。,棘手的加泰罗尼亚问题通过颁布一部新自治法似乎得到了解决，尽管其规定中有些许回避主要的问题的色彩。
毕,十分,在这种场合陌生人相识，如果是亚洲人，他们往往开口之前先毕恭毕敬地用双手把自己的名片呈递给对方，这好像是不可缺少的礼节。,在这种场合陌生人相识，如果是亚洲人，他们往往开口之前先十分恭敬地用双手把自己的名片呈递给对方，这好像是不可缺少的礼节。
使,告诉,1965年革命使巴勒斯坦人民认识到，有志者事竟成。,1965年革命告诉巴勒斯坦人民，只要有意志，就能把事情做好。
者,，就能把,1965年革命使巴勒斯坦人民认识到，有志者事竟成。,1965年革命告诉巴勒斯坦人民，只要有意志，就能把事情做好。
竟成,情做好,1965年革命使巴勒斯坦人民认识到，有志者事竟成。,1965年革命告诉巴勒斯坦人民，只要有意志，就能把事情做好。
目无,不把国家,加拿大很关切索马里面临的问题，包括目无法纪、海盗行径及长期冲突，这些进一步加剧了干旱的影响。,加拿大很关切索马里面临的问题，包括不把国家法律放在眼里、海盗行径及长期冲突，这些进一步加剧了干旱的影响。
纪,律放在眼里,加拿大很关切索马里面临的问题，包括目无法纪、海盗行径及长期冲突，这些进一步加剧了干旱的影响。,加拿大很关切索马里面临的问题，包括不把国家法律放在眼里、海盗行径及长期冲突，这些进一步加剧了干旱的影响。
举棋,犹豫,我对一些不同的人物举棋不定，但不得已我最终选择了亚历山大弗雷明。,我对一些不同的人物犹豫不定，但不得已我最终选择了亚历山大弗雷明。
习以为,觉得很平,我眼中的世界在对物理的追寻中像新生一般，往日习以为常的都令我开始好奇，越发迷恋这竟然有规律的神奇的万事万物。,我眼中的世界在对物理的追寻中像新生一般，往日觉得很平常的都令我开始好奇，越发迷恋这竟然有规律的神奇的万事万物。
上,可能几乎没有一个字提到,"""因此，很有可能在即将召开的会议上，继任一事只字不提。","因此，即将召开的会议可能几乎没有一个字提到继承问题。"""
任一事只字不提,承问题,"""因此，很有可能在即将召开的会议上，继任一事只字不提。","因此，即将召开的会议可能几乎没有一个字提到继承问题。"""
操之过,太着,暗杀总统的计划操之过急，因为还没有到时候就发出了信号。,暗杀总统的计划太着急，因为还没有到时候就发出了信号。
足为,值得,玻利维亚仍然继续为丢掉自己的通海渠道而喧闹不休，而秘鲁除了对国界有些不足为奇的异议之外，并没有采取类似之举。,玻利维亚仍然继续为丢掉自己的通海渠道而喧闹不休，而秘鲁除了对国界有些不值得奇怪的异议之外，并没有采取类似之举。
花缭,睛看见复杂纷繁的东西而感到迷,而且，尽管那些闪烁的光辉使人眼花缭乱，但它们传达了一份寓意，寓示着比我们已知的或想象到的更纯粹的美和更纯粹的宁静。,而且，尽管那些闪烁的光辉使人眼睛看见复杂纷繁的东西而感到迷乱，但它们传达了一份寓意，寓示着比我们已知的或想象到的更纯粹的美和更纯粹的宁静。
平,容,我所知道的和我所学到的是每个人应该尽其可能让自己变得平易近人。,我所知道的和我所学到的是每个人应该尽其可能让自己变得容易相处。
近人,相处,我所知道的和我所学到的是每个人应该尽其可能让自己变得平易近人。,我所知道的和我所学到的是每个人应该尽其可能让自己变得容易相处。
眼中钉,痛恨的人,看到一些人总是将嘉欣视为眼中钉，并且无时无刻的在抹黑她，这使我很生气。,看到一些人总是将嘉欣视为痛恨的人，并且每个时刻的在抹黑她，这使我很生气。
无,每个,看到一些人总是将嘉欣视为眼中钉，并且无时无刻的在抹黑她，这使我很生气。,看到一些人总是将嘉欣视为痛恨的人，并且每个时刻的在抹黑她，这使我很生气。
海,天地广,这四个字将老龙头一带海阔天高，山岩耸峙的气势描绘得淋漓尽致。,这四个字将老龙头一带天地广阔，山岩耸峙的气势描绘得十分透彻。
光,奇,光怪陆离嬉笑怒骂只是表面，小人物力争上游的草根精神才是精髓，他是唯一的。,奇怪的只有表面上的嘲笑，小人物奋斗的草根精神才是精髓，他是唯一的。
陆离嬉笑怒骂,的,光怪陆离嬉笑怒骂只是表面，小人物力争上游的草根精神才是精髓，他是唯一的。,奇怪的只有表面上的嘲笑，小人物奋斗的草根精神才是精髓，他是唯一的。
是,有,光怪陆离嬉笑怒骂只是表面，小人物力争上游的草根精神才是精髓，他是唯一的。,奇怪的只有表面上的嘲笑，小人物奋斗的草根精神才是精髓，他是唯一的。
无所,点专,然而，整天与年纪比自己大的同学在一起，或者是参加像体育活动之类与年龄相关的课外活动，可能会使孩子觉得除了学习之外自己一无所长。,然而，整天与年纪比自己大的同学在一起，或者是参加像体育活动之类与年龄相关的课外活动，可能会使孩子觉得除了学习之外自己没有一点专长。
去伪存,消除错误并保留,接下来的去伪存真将会把一些障眼发祛除。,接下来的消除错误并保留真实将会把一些障眼发祛除。
向,驱逐,巴沙尔直接向卡塔尔外长下了逐客令。,巴沙尔直接驱逐卡塔尔外长。
潢,饰,服务奇差无比，食物味同嚼蜡，店里的装潢也不咋地。,服务是垃圾的，食物是难吃的，店里的装饰也不理想。
咋地,理想,服务奇差无比，食物味同嚼蜡，店里的装潢也不咋地。,服务是垃圾的，食物是难吃的，店里的装饰也不理想。
全知全,万,我们应该运用影视知识是自己的动画专业全知全能。,我们应该运用影视知识是自己的动画专业万能。
口惠而实不至,虚伪,"首先，必须强调，帕帕佐普洛斯先生在其发言中口惠而实不至地提及各项决议，其中没有任何一项曾述及1974年土耳其正确的介入是""侵略""或""入侵""，或随后土耳其部队在该岛的驻防是""占领""。","首先，必须强调，帕帕佐普洛斯先生在其发言中虚伪地提及各项决议，其中没有任何一项曾述及1974年土耳其正确的介入是""侵略""或""入侵""，或随后土耳其部队在该岛的驻防是""占领""。"
半,深,这事真该死，咱们得半夜三更跑到这儿来。,这事真该死，咱们得深夜跑到这儿来。
上,在,上初中的时候，一个宿舍的同学总是行色匆匆，应酬繁多，看起来很热闹。,在初中的时候，一个学生宿舍总是忙碌，招待很多人，这似乎是很受欢迎的地方。
应酬繁,招待很,上初中的时候，一个宿舍的同学总是行色匆匆，应酬繁多，看起来很热闹。,在初中的时候，一个学生宿舍总是忙碌，招待很多人，这似乎是很受欢迎的地方。
看起来,这似乎是,上初中的时候，一个宿舍的同学总是行色匆匆，应酬繁多，看起来很热闹。,在初中的时候，一个学生宿舍总是忙碌，招待很多人，这似乎是很受欢迎的地方。
热闹,受欢迎的地方,上初中的时候，一个宿舍的同学总是行色匆匆，应酬繁多，看起来很热闹。,在初中的时候，一个学生宿舍总是忙碌，招待很多人，这似乎是很受欢迎的地方。
悠悠岁月里,几代以来,悠悠岁月里，这故事在一代又一代人中口口相传，一直流传到十七世纪，终于被记载入书本。,几代以来，这故事在一代又一代人中口头相传，一直流传到十七世纪，终于被记载入书本。
口,头,悠悠岁月里，这故事在一代又一代人中口口相传，一直流传到十七世纪，终于被记载入书本。,几代以来，这故事在一代又一代人中口头相传，一直流传到十七世纪，终于被记载入书本。
公,的原则,公事公办，谁也不能特殊。,按公事的原则办，一点也不特别。
谁,一点,公事公办，谁也不能特殊。,按公事的原则办，一点也不特别。
殊,别,公事公办，谁也不能特殊。,按公事的原则办，一点也不特别。
同,平,如果要你花点时间想想什么是不同凡响经久难的忘的情人节表白方式，你可能会想到许多男士挤在贺卡卖区为所爱的人选卡片的场面，这自然是最有代表性的情人节场景。,如果要你花点时间想想什么是不平凡、很出色经久难的忘的情人节表白方式，你可能会想到许多男士挤在贺卡卖区为所爱的人选卡片的场面，这自然是最有代表性的情人节场景。
