src,dst,src_tokenized,dst_tokenized
当人们把罗斯托夫引见给玛丽亚公爵小姐的时候，她正张皇失措，浑身无力地坐在大厅里。,当人们把罗斯托夫引见给玛丽亚公爵小姐的时候，她正慌张无助，浑身无力地坐在大厅里。,当 人 们 把 罗 斯 托 夫 引 见 给 玛 丽 亚 公 爵 小 姐 的 时 候 ， 她 正 张 皇 失 措 ， 浑 身 无 力 地 坐 在 大 厅 里 。,当 人 们 把 罗 斯 托 夫 引 见 给 玛 丽 亚 公 爵 小 姐 的 时 候 ， 她 正 慌 张 无 助 ， 浑 身 无 力 地 坐 在 大 厅 里 。
她散完步后满面红光。,她散完步后精神舒畅。,她 散 完 步 后 满 面 红 光 。,她 散 完 步 后 精 神 舒 畅 。
近来，读了一些关于股票的书，觉得有点儿隔靴搔痒。,近来，读了一些关于股票的书，觉得没有抓住关键。,近 来 ， 读 了 一 些 关 于 股 票 的 书 ， 觉 得 有 点 儿 隔 靴 搔 痒 。,近 来 ， 读 了 一 些 关 于 股 票 的 书 ， 觉 得 没 有 抓 住 关 键 。
屈原成为朝廷中钩心斗角的牺牲品，因而遭到放逐。,屈原成为朝廷中心机斗争的牺牲品，因而遭到放逐。,屈 原 成 为 朝 廷 中 钩 心 斗 角 的 牺 牲 品 ， 因 而 遭 到 放 逐 。,屈 原 成 为 朝 廷 中 心 机 斗 争 的 牺 牲 品 ， 因 而 遭 到 放 逐 。
我们需要约法三章怎样去处理女儿国的问题。,我们需要规定怎样去处理女儿国的问题。,我 们 需 要 约 法 三 章 怎 样 去 处 理 女 儿 国 的 问 题 。,我 们 需 要 规 定 怎 样 去 处 理 女 儿 国 的 问 题 。
但胃又开始翻江倒海，胆汁返到了嗓子眼马普安觉得自己真是“有苦水往肚子里咽”。,但胃又开始不舒服了，胆汁返到了嗓子眼马普安觉得自己真是“有苦水往肚子里咽”。,但 胃 又 开 始 翻 江 倒 海 ， 胆 汁 返 到 了 嗓 子 眼 马 普 安 觉 得 自 己 真 是 “ 有 苦 水 往 肚 子 里 咽 ” 。,但 胃 又 开 始 不 舒 服 了 ， 胆 汁 返 到 了 嗓 子 眼 马 普 安 觉 得 自 己 真 是 “ 有 苦 水 往 肚 子 里 咽 ” 。
我回答艰难的问题让你茅塞顿开,我回答艰难的问题让你突然获得启发。,我 回 答 艰 难 的 问 题 让 你 茅 塞 顿 开,我 回 答 艰 难 的 问 题 让 你 突 然 获 得 启 发 。
我们会员国是否为隔岸观火、无动于衷感到内疚呢?在我国政府看来，长久以来，本组织会员国都甘于去忽视2300万台湾人民的困境，由于安全理事会一个常任理事国的顽固态度，他们的基本权利被否定。,我们会员国是否为旁观、无为感到内疚呢?在我国政府看来，本组织会员国似乎很长时间以来都愿意无视2300万台湾人民的困境，他们由于安全理事会一个常任理事国的顽固立场而被剥夺了基本权利。,我 们 会 员 国 是 否 为 隔 岸 观 火 、 无 动 于 衷 感 到 内 疚 呢 ? 在 我 国 政 府 看 来 ， 长 久 以 来 ， 本 组 织 会 员 国 都 甘 于 去 忽 视 2 3 0 0 万 台 湾 人 民 的 困 境 ， 由 于 安 全 理 事 会 一 个 常 任 理 事 国 的 顽 固 态 度 ， 他 们 的 基 本 权 利 被 否 定 。,我 们 会 员 国 是 否 为 旁 观 、 无 为 感 到 内 疚 呢 ? 在 我 国 政 府 看 来 ， 本 组 织 会 员 国 似 乎 很 长 时 间 以 来 都 愿 意 无 视 2 3 0 0 万 台 湾 人 民 的 困 境 ， 他 们 由 于 安 全 理 事 会 一 个 常 任 理 事 国 的 顽 固 立 场 而 被 剥 夺 了 基 本 权 利 。
现在就要教育国人洁身自爱，别一不小心遇上“艾滋病人弹”。,现在就要教育国人保持自己纯洁，别一不小心遇上“艾滋病人弹”。,现 在 就 要 教 育 国 人 洁 身 自 爱 ， 别 一 不 小 心 遇 上 “ 艾 滋 病 人 弹 ” 。,现 在 就 要 教 育 国 人 保 持 自 己 纯 洁 ， 别 一 不 小 心 遇 上 “ 艾 滋 病 人 弹 ” 。
他原本梦想做一名导游，可命运却阴差阳错地让他当上了邮差。,他曾梦想做导游，可命运却意外地让他当上了邮差。,他 原 本 梦 想 做 一 名 导 游 ， 可 命 运 却 阴 差 阳 错 地 让 他 当 上 了 邮 差 。,他 曾 梦 想 做 导 游 ， 可 命 运 却 意 外 地 让 他 当 上 了 邮 差 。
每件往事又突然全部想起来了—不能使用的卫生间、那位赞成擦皮鞋的王子、辉煌影院，我在那儿躺在老板的大衣上睡过觉，那个窗子上的铁栅、叫人窒息的感觉、肥大的蟑螂，偶尔的一顿大吃大喝、即将消失在暮色苍茫中的罗斯，坎那克和那不勒斯。,每件往事又突然全部想起来了—不能使用的卫生间、那位赞成擦皮鞋的王子、辉煌影院，我在那儿躺在老板的大衣上睡过觉，那个窗子上的铁栅、叫人窒息的感觉、肥大的蟑螂，偶尔的一顿吃顿好的、即将消失在昏暗的暮色中的罗斯，坎那克和那不勒斯。,每 件 往 事 又 突 然 全 部 想 起 来 了 — 不 能 使 用 的 卫 生 间 、 那 位 赞 成 擦 皮 鞋 的 王 子 、 辉 煌 影 院 ， 我 在 那 儿 躺 在 老 板 的 大 衣 上 睡 过 觉 ， 那 个 窗 子 上 的 铁 栅 、 叫 人 窒 息 的 感 觉 、 肥 大 的 蟑 螂 ， 偶 尔 的 一 顿 大 吃 大 喝 、 即 将 消 失 在 暮 色 苍 茫 中 的 罗 斯 ， 坎 那 克 和 那 不 勒 斯 。,每 件 往 事 又 突 然 全 部 想 起 来 了 — 不 能 使 用 的 卫 生 间 、 那 位 赞 成 擦 皮 鞋 的 王 子 、 辉 煌 影 院 ， 我 在 那 儿 躺 在 老 板 的 大 衣 上 睡 过 觉 ， 那 个 窗 子 上 的 铁 栅 、 叫 人 窒 息 的 感 觉 、 肥 大 的 蟑 螂 ， 偶 尔 的 一 顿 吃 顿 好 的 、 即 将 消 失 在 昏 暗 的 暮 色 中 的 罗 斯 ， 坎 那 克 和 那 不 勒 斯 。
最刺激的赌法就是维加斯跟踪狂赌的人，从他们的失手中赢取赌金还要学会察言观色这些富翁们想耍老千。,最刺激的赌法就是维加斯跟踪狂赌的人，从他们的失手中赢取赌金还要学会观察言语脸色来揣摩心意这些富翁们想耍老千。,最 刺 激 的 赌 法 就 是 维 加 斯 跟 踪 狂 赌 的 人 ， 从 他 们 的 失 手 中 赢 取 赌 金 还 要 学 会 察 言 观 色 这 些 富 翁 们 想 耍 老 千 。,最 刺 激 的 赌 法 就 是 维 加 斯 跟 踪 狂 赌 的 人 ， 从 他 们 的 失 手 中 赢 取 赌 金 还 要 学 会 观 察 言 语 脸 色 来 揣 摩 心 意 这 些 富 翁 们 想 耍 老 千 。
校园枪击手往往是意气用事，在狂怒之下攻击他们所能触及的目标:学生和教员。,校园枪击手往往是缺乏理智，在狂怒之下攻击他们所能触及的目标:学生和教员。,校 园 枪 击 手 往 往 是 意 气 用 事 ， 在 狂 怒 之 下 攻 击 他 们 所 能 触 及 的 目 标 : 学 生 和 教 员 。,校 园 枪 击 手 往 往 是 缺 乏 理 智 ， 在 狂 怒 之 下 攻 击 他 们 所 能 触 及 的 目 标 : 学 生 和 教 员 。
不过，过去几年，正如其他发言人在大会上提出，各种方案，如全球抗击艾滋病、结核病和疟疾基金、美国总统艾滋病紧急救援计划、以及各国政府、非政府组织、慈善机构、以及其他许多方面已经作出可歌可泣的努力，向需要者提供艾滋病药物。,不过，过去几年，正如其他发言人在大会上提出，各种方案，如全球抗击艾滋病、结核病和疟疾基金、美国总统艾滋病紧急救援计划、以及各国政府、非政府组织、慈善机构、以及其他许多方面已经作出值得称赞的努力，向需要者提供艾滋病药物。,不 过 ， 过 去 几 年 ， 正 如 其 他 发 言 人 在 大 会 上 提 出 ， 各 种 方 案 ， 如 全 球 抗 击 艾 滋 病 、 结 核 病 和 疟 疾 基 金 、 美 国 总 统 艾 滋 病 紧 急 救 援 计 划 、 以 及 各 国 政 府 、 非 政 府 组 织 、 慈 善 机 构 、 以 及 其 他 许 多 方 面 已 经 作 出 可 歌 可 泣 的 努 力 ， 向 需 要 者 提 供 艾 滋 病 药 物 。,不 过 ， 过 去 几 年 ， 正 如 其 他 发 言 人 在 大 会 上 提 出 ， 各 种 方 案 ， 如 全 球 抗 击 艾 滋 病 、 结 核 病 和 疟 疾 基 金 、 美 国 总 统 艾 滋 病 紧 急 救 援 计 划 、 以 及 各 国 政 府 、 非 政 府 组 织 、 慈 善 机 构 、 以 及 其 他 许 多 方 面 已 经 作 出 值 得 称 赞 的 努 力 ， 向 需 要 者 提 供 艾 滋 病 药 物 。
他们的身体就像一堆滚烫的蜡一样开始冒泡变形；赫敏和蒙格顿斯在快速地长高，罗恩，弗雷德和乔治的身体则不住地收缩，头发也在变黑；赫敏和芙蓉的头发好像在往头皮回缩；穆迪看上去一副事不关己的模样，只是弯下腰松了松麻袋的口子,他们的身体就像一堆滚烫的蜡一样开始冒泡变形；赫敏和蒙格顿斯在快速地长高，罗恩，弗雷德和乔治的身体则不住地收缩，头发也在变黑；赫敏和芙蓉的头发好像在往头皮回缩；穆迪看上去一副无所谓的模样，只是弯下腰松了松麻袋的口子,他 们 的 身 体 就 像 一 堆 滚 烫 的 蜡 一 样 开 始 冒 泡 变 形 ； 赫 敏 和 蒙 格 顿 斯 在 快 速 地 长 高 ， 罗 恩 ， 弗 雷 德 和 乔 治 的 身 体 则 不 住 地 收 缩 ， 头 发 也 在 变 黑 ； 赫 敏 和 芙 蓉 的 头 发 好 像 在 往 头 皮 回 缩 ； 穆 迪 看 上 去 一 副 事 不 关 己 的 模 样 ， 只 是 弯 下 腰 松 了 松 麻 袋 的 口 子,他 们 的 身 体 就 像 一 堆 滚 烫 的 蜡 一 样 开 始 冒 泡 变 形 ； 赫 敏 和 蒙 格 顿 斯 在 快 速 地 长 高 ， 罗 恩 ， 弗 雷 德 和 乔 治 的 身 体 则 不 住 地 收 缩 ， 头 发 也 在 变 黑 ； 赫 敏 和 芙 蓉 的 头 发 好 像 在 往 头 皮 回 缩 ； 穆 迪 看 上 去 一 副 无 所 谓 的 模 样 ， 只 是 弯 下 腰 松 了 松 麻 袋 的 口 子
"""我祖父年龄太大了，说起话来总是颠三倒四。","我爷爷年纪太大了，经常说话混乱。""",""" 我 祖 父 年 龄 太 大 了 ， 说 起 话 来 总 是 颠 三 倒 四 。","我 爷 爷 年 纪 太 大 了 ， 经 常 说 话 混 乱 。 """
每块美丽的皮毛背后，都有一个丑陋的故事:残忍野蛮、鲜血淋漓、粗俗至极。,每块美丽的皮毛背后，都有一个丑陋的故事:残忍野蛮、血淋淋、粗俗至极。,每 块 美 丽 的 皮 毛 背 后 ， 都 有 一 个 丑 陋 的 故 事 : 残 忍 野 蛮 、 鲜 血 淋 漓 、 粗 俗 至 极 。,每 块 美 丽 的 皮 毛 背 后 ， 都 有 一 个 丑 陋 的 故 事 : 残 忍 野 蛮 、 血 淋 淋 、 粗 俗 至 极 。
首先，对于现行的协商一致规则，也就是一致赞成方能通过的规则，若干代表团提出了激烈但言之成理的批语意见。,首先，对于现行的协商一致规则，也就是一致赞成方能通过的规则，若干代表团提出了激烈但合理的批语意见。,首 先 ， 对 于 现 行 的 协 商 一 致 规 则 ， 也 就 是 一 致 赞 成 方 能 通 过 的 规 则 ， 若 干 代 表 团 提 出 了 激 烈 但 言 之 成 理 的 批 语 意 见 。,首 先 ， 对 于 现 行 的 协 商 一 致 规 则 ， 也 就 是 一 致 赞 成 方 能 通 过 的 规 则 ， 若 干 代 表 团 提 出 了 激 烈 但 合 理 的 批 语 意 见 。
我不在乎他说什么，我对任何人都不点头哈腰。,我不在乎他说什么，我对任何人都不恭顺行礼。,我 不 在 乎 他 说 什 么 ， 我 对 任 何 人 都 不 点 头 哈 腰 。,我 不 在 乎 他 说 什 么 ， 我 对 任 何 人 都 不 恭 顺 行 礼 。
长命百岁是我们的最大愿望，医学和经济进步使这个愿望有了实现的可能。,长寿是我们最深切的愿望之一，医疗和经济进步为实现这一愿望提供了希望。,长 命 百 岁 是 我 们 的 最 大 愿 望 ， 医 学 和 经 济 进 步 使 这 个 愿 望 有 了 实 现 的 可 能 。,长 寿 是 我 们 最 深 切 的 愿 望 之 一 ， 医 疗 和 经 济 进 步 为 实 现 这 一 愿 望 提 供 了 希 望 。
其中的障碍是家庭或家族抱成一团、证人受到威胁以及执法官员和司法官员也受到威胁。,家庭或家族联合起来、证人受到威胁以及执法官员和司法官员也受到威胁。,其 中 的 障 碍 是 家 庭 或 家 族 抱 成 一 团 、 证 人 受 到 威 胁 以 及 执 法 官 员 和 司 法 官 员 也 受 到 威 胁 。,家 庭 或 家 族 联 合 起 来 、 证 人 受 到 威 胁 以 及 执 法 官 员 和 司 法 官 员 也 受 到 威 胁 。
我们的征途上并非绿草如茵，那是一条布满岩石的山路，但它一直向上向前通向太阳。,我们的道路不是布满了柔软的草，而是有许多岩石的山径，而是向上，朝太阳走去。,我 们 的 征 途 上 并 非 绿 草 如 茵 ， 那 是 一 条 布 满 岩 石 的 山 路 ， 但 它 一 直 向 上 向 前 通 向 太 阳 。,我 们 的 道 路 不 是 布 满 了 柔 软 的 草 ， 而 是 有 许 多 岩 石 的 山 径 ， 而 是 向 上 ， 朝 太 阳 走 去 。
由于她的狱友都是吸烟者，她所处的牢房乌烟瘴气，通风设备也不能驱散烟草的气味。,由于她的狱友都是吸烟者，她所处的牢房的空气都是污浊肮脏的，通风设备也不能驱散烟草的气味。,由 于 她 的 狱 友 都 是 吸 烟 者 ， 她 所 处 的 牢 房 乌 烟 瘴 气 ， 通 风 设 备 也 不 能 驱 散 烟 草 的 气 味 。,由 于 她 的 狱 友 都 是 吸 烟 者 ， 她 所 处 的 牢 房 的 空 气 都 是 污 浊 肮 脏 的 ， 通 风 设 备 也 不 能 驱 散 烟 草 的 气 味 。
"即使精神病学专家表示需要更深入的分析，因为""不能确定此人肇事时是否患有精神病...""，可是从未进行这种分析，因此无法知道是否如被告一口咬定那样，他是在心神意乱情况下行事的。","即使精神病学专家表示需要更深入的分析，因为""不能确定此人肇事时是否患有精神病...""，可是从未进行这种分析，因此无法知道是否如被告坚持说那样，他是在心神意乱情况下行事的。","即 使 精 神 病 学 专 家 表 示 需 要 更 深 入 的 分 析 ， 因 为 "" 不 能 确 定 此 人 肇 事 时 是 否 患 有 精 神 病 . . . "" ， 可 是 从 未 进 行 这 种 分 析 ， 因 此 无 法 知 道 是 否 如 被 告 一 口 咬 定 那 样 ， 他 是 在 心 神 意 乱 情 况 下 行 事 的 。","即 使 精 神 病 学 专 家 表 示 需 要 更 深 入 的 分 析 ， 因 为 "" 不 能 确 定 此 人 肇 事 时 是 否 患 有 精 神 病 . . . "" ， 可 是 从 未 进 行 这 种 分 析 ， 因 此 无 法 知 道 是 否 如 被 告 坚 持 说 那 样 ， 他 是 在 心 神 意 乱 情 况 下 行 事 的 。"
"例如，一些法官声称，下列情况往往拖延了审判程序：律师无经验或未为审判作出充分准备，采取无意义的行动或拖延手段（有时提出""荒谬绝伦的请求""），或由于看到法庭给予一些同僚巨额的规费，所以用尽一切手法来拖延审理，因为他们""希望尽量增加收入""。","例如，一些法官声称，下列情况往往拖延了审判程序：律师无经验或未为审判作出充分准备，采取无意义的行动或拖延手段（有时提出""荒唐至极的请求""），或由于看到法庭给予一些同僚巨额的规费，所以用尽一切手法来拖延审理，因为他们""希望尽量增加收入""。","例 如 ， 一 些 法 官 声 称 ， 下 列 情 况 往 往 拖 延 了 审 判 程 序 ： 律 师 无 经 验 或 未 为 审 判 作 出 充 分 准 备 ， 采 取 无 意 义 的 行 动 或 拖 延 手 段 （ 有 时 提 出 "" 荒 谬 绝 伦 的 请 求 "" ） ， 或 由 于 看 到 法 庭 给 予 一 些 同 僚 巨 额 的 规 费 ， 所 以 用 尽 一 切 手 法 来 拖 延 审 理 ， 因 为 他 们 "" 希 望 尽 量 增 加 收 入 "" 。","例 如 ， 一 些 法 官 声 称 ， 下 列 情 况 往 往 拖 延 了 审 判 程 序 ： 律 师 无 经 验 或 未 为 审 判 作 出 充 分 准 备 ， 采 取 无 意 义 的 行 动 或 拖 延 手 段 （ 有 时 提 出 "" 荒 唐 至 极 的 请 求 "" ） ， 或 由 于 看 到 法 庭 给 予 一 些 同 僚 巨 额 的 规 费 ， 所 以 用 尽 一 切 手 法 来 拖 延 审 理 ， 因 为 他 们 "" 希 望 尽 量 增 加 收 入 "" 。"
