idiom,explanation,original_sentence,original_paraphrase
如释重负,解脱,王公道如释重负，与王公道同乘一辆车的其他三个随员，也都十分兴奋。,王公道解脱，与王公道同乘一辆车的其他三个随员，也都十分兴奋。
狐假虎威,借他人势力,抑或他就是狐假虎威的“鹰骑士”？,抑或他就是借他人势力的“鹰骑士”？
得不偿失,无法补救,他何尝不知道武装下乡收租这法门，可是他更知道现在的农民已非昔比，如果带去的武装少了一点，那简直是不中用，多了呢，他这位地主的费用也很大，即使收了若干租米来，总还是得不偿失：这样的经验，他已经受过一次了。,他何尝不知道武装下乡收租这法门，可是他更知道现在的农民已非昔比，如果带去的武装少了一点，那简直是不中用，多了呢，他这位地主的费用也很大，即使收了若干租米来，总还是无法补救：这样的经验，他已经受过一次了。
灯烛辉煌,华贵,水阁里灯烛辉煌，众人散了席不久又打起牌来。,水阁里华贵，众人散了席不久又打起牌来。
文房四宝,笔墨纸砚,靠窗左边是一张乌木大书桌，桌上的文房四宝一律齐全。,靠窗左边是一张乌木大书桌，桌上的笔墨纸砚一律齐全。
满腹经纶,有文化,“康南海说你满腹经纶、武艺超群，可是真的？”,“康南海说你有文化、武艺高强，可是真的？”
匪夷所思,无法想象,知道保加利亚生活水准偏低，但是，低成这个样子，还是令人有匪夷所思的感觉。,知道保加利亚生活水准偏低，但是，低成这个样子，还是令人有无法想象的感觉。
不可思议,诧异,现在回想，妈妈当时才二十多岁，单身一人在夜间翻山越岭也真大胆，但更不可思议的是她见到我的表情：只是非常亲热地叫了我一声，拉着我的手，然后一起翻山。,现在回想，妈妈当时才二十多岁，单身一人在夜间翻过大山穿过低岭也真大胆，但更诧异的是她见到我的表情：只是非常亲热地叫了我一声，拉着我的手，然后一起翻山。
悲天悯人,怜惜,尹雪艳站在一旁，叨着金嘴子的三个九，徐徐地喷着烟圈，以悲天悯人的眼光看着她这一群得意的、失意的、老年的、壮年的、曾经叱咤风云的、曾经风华绝代的客人们，狂热的互相厮杀，互相宰割。,尹雪艳站在一旁，叨着金嘴子的三个九，徐徐地喷着烟圈，以怜惜的眼光看着她这一群得意的、失意的、老年的、壮年的、曾经名号响亮的、曾经风采才华第一的客人们，狂热的互相厮杀，互相宰割。
叱咤风云,名号响亮,尹雪艳站在一旁，叨着金嘴子的三个九，徐徐地喷着烟圈，以悲天悯人的眼光看着她这一群得意的、失意的、老年的、壮年的、曾经叱咤风云的、曾经风华绝代的客人们，狂热的互相厮杀，互相宰割。,尹雪艳站在一旁，叨着金嘴子的三个九，徐徐地喷着烟圈，以怜惜的眼光看着她这一群得意的、失意的、老年的、壮年的、曾经名号响亮的、曾经风采才华第一的客人们，狂热的互相厮杀，互相宰割。
骇人听闻,惊恐,在短短的几年间，数以万计的生命在这儿以各种骇人听闻的方式被消灭了。,在短短的几年间，数以万计的生命在这儿以各种惊恐的方式被消灭了。
绘声绘色,生动,26日那天下午，茅盾仔细地观看这个充满神秘色彩的革命遗址，翻译详细而又绘声绘色地作了介绍，使茅盾在参观中产生许多联想，也更加流连忘返，直到晚6时才离开这个革命遗址。,26日那天下午，茅盾仔细地观看这个充满神秘色彩的革命遗址，翻译详细而又生动地作了介绍，使茅盾在参观中产生许多联想，也更加留恋，直到晚6时才离开这个革命遗址。
流连忘返,留恋,26日那天下午，茅盾仔细地观看这个充满神秘色彩的革命遗址，翻译详细而又绘声绘色地作了介绍，使茅盾在参观中产生许多联想，也更加流连忘返，直到晚6时才离开这个革命遗址。,26日那天下午，茅盾仔细地观看这个充满神秘色彩的革命遗址，翻译详细而又生动地作了介绍，使茅盾在参观中产生许多联想，也更加留恋，直到晚6时才离开这个革命遗址。
入木三分,刚硬,稀疏的雨点凄凉地敲打着青白的骷髅，发出入木三分的刻毒声响。,稀疏的雨点凄凉地敲打着青白的骷髅，发出刚硬的刻毒声响。
急转直下,画风突变,（忽然急转直下，哈哈大笑）哎呀，公司的公事不,（忽然画风突变，哈哈大笑）哎呀，公司的公事不
孤陋寡闻,见识浅,恕我孤陋寡闻，我原先并不知道他的墓在这里。,恕我见识浅，我原先并不知道他的墓在这里。
一扫而光,全无,男孩儿被她的情绪感染，拘谨的心情一扫而光。,男孩儿被她的情绪感染，拘谨的心情全无。
动人心魄,惊险,但是，天地间正因为有无数这样的叶子，才动人心魄。,但是，天地间正因为有无数这样的叶子，才惊险。
郁郁寡欢,不开心,在我所有的记忆中，她都是郁郁寡欢，,在我所有的记忆中，她都是不开心，
不可磨灭,永存,师，都对人类有不可磨灭的贡献，我们不需要，也不可能把他们的丰功伟绩,师，都对人类有永存的贡献，我们不需要，也不可能把他们的功绩
投机倒把,钻空子,大喇叭：董家耀，男，现年四十岁，原系第一战区军需处上校军需官，在任期间，不顾抗战大业，不念政府救灾之急切，贪污成性，投机倒把，数额巨大，不杀不足以平民愤，依照中华民国刑法之第八章第七条第四款，特处以极刑，立即执行；李富宽，男，现年四十五岁，原系河南省民政厅救济处处长，在任期间……,大喇叭：董家耀，男，现年四十岁，原系第一战区军需处上校军需官，在任期间，不顾抗战大业，不念政府救灾之急切，贪污成性，钻空子，数额巨大，不杀不足以平民愤，依照中华民国刑法之第八章第七条第四款，特处以极刑，立即执行；李富宽，男，现年四十五岁，原系河南省民政厅救济处处长，在任期间……
绞尽脑汁,费力,你这么想着你却还在绞尽脑汁地想写。,你这么想着你却还在费力地想写。
呼风唤雨,受自然力支配,呼风唤雨，就可以扫去对重庆有害的“雾”。,受自然力支配，就可以扫去对重庆有害的“雾”。
一鼓作气,情绪高涨,棺木抬上了地塄，再一鼓作气到了坟上，停放在了寝口前。,棺木抬上了地塄，再情绪高涨到了坟上，停放在了寝口前。
长久之计,办法,“你看，”我抓住了点理，“老四也不催我，显然他说的是长久之计，不是马上要干什么。”,“你看，”我抓住了点理，“老四也不催我，显然他说的是办法，不是马上要干什么。”
不正之风,贪污,他也开玩笑说：“电影里还可能有另一种情节，这样的时候，那位有革命觉悟的女朋友就带头抵制不正之风，坚决不坐老官僚的小汽车！”,他也开玩笑说：“电影里还可能有另一种情节，这样的时候，那位有革命觉悟的女朋友就带头抵制贪污，坚决不坐老官僚的小汽车！”
胸有成竹,坚定,“请大人放心，”赵甲胸有成竹地说，“小的一定会尽心尽力，让他活到二十日通车典礼。”,“请大人放心，”赵甲坚定地说，“小的一定会努力办好，让他活到二十日通车典礼。”
设身处地,替他人着想,我之感觉，天生极为锐敏，我二人既相会匪易，故每逢相会，我则力求忽视现实，盲目想象，每设身处地，以结发妻子自任，庶乎心醉神迷，暂享狂欢于刹那。,我之感觉，天生极为锐敏，我二人既相会匪易，故每逢相会，我则力求忽视现实，盲目想象，每替他人着想，以结发妻子自任，庶乎沉醉，暂享狂欢于刹那。
呼天抢地,极度悲伤,大棒子的妈说不出一句话来，只是跳，披头散发地跳，呼天抢地。,大棒子的妈说不出一句话来，只是跳，头发散乱地跳，极度悲伤。
熟视无睹,当看不见,意大利八岁的小外甥都知道主和老詹的重要，说老詹像摩西，眼前这个摩西快二十的人了，昨天晚上自己讲经讲得那么高亢嘹亮，他还熟视无睹，这样的人哪里还能救药？,意大利八岁的小外甥都知道主和老詹的重要，说老詹像摩西，眼前这个摩西快二十的人了，昨天晚上自己讲经讲得那么高亢嘹亮，他还当看不见，这样的人哪里还能救药？
泣不成声,悲伤,"""韩子奇拉着楚雁潮的手，走到门外，泣不成声！","""韩子奇拉着楚雁潮的手，走到门外，悲伤！"
面目全非,变化极大,可是，有一个早晨，我推窗而望，蓦然发现昨夜的一场风雨已将它剥蚀得面目全非。,可是，有一个早晨，我推窗而望，蓦然发现昨夜的一场风雨已将它剥蚀得变化极大。
如梦方醒,终于理解,钱太太如梦方醒的看了大家一眼，点了点头。,钱太太终于理解的看了大家一眼，点了点头。
恨之入骨,悲痛到极点,但现在已经不是以前，以前牛大个是长工，他们是主人，他们什么时候想捺倒牛大个当马骑，就什么时候捺倒；现在牛大个翻了身，他们成了被打倒对象，虽然现在对牛大个恨之入骨，但见了牛大个还得笑着脸叫“大叔”，不然谁知牛大个又会去举报什么？,但现在已经不是以前，以前牛大个是长工，他们是主人，他们什么时候想捺倒牛大个当马骑，就什么时候捺倒；现在牛大个翻了身，他们成了被打倒对象，虽然现在对牛大个悲痛到极点，但见了牛大个还得笑着脸叫“大叔”，不然谁知牛大个又会去举报什么？
无论如何,不管怎样,我承认，经过众口流传，许多故事已经被大大夸张，甚至许多不属于我的故事，也算到了我的头上，但无论如何，我罗小通或者说那个十年前的罗小通是个了不起的人物却是不容置疑的。,我承认，经过众口流传，许多故事已经被大大夸张，甚至许多不属于我的故事，也算到了我的头上，但不管怎样，我罗小通或者说那个十年前的罗小通是个了不起的人物却是不易怀疑的。
虎视眈眈,觊觎,睡着的一刻又总是被噩梦缠绕着，一会梦见火车出轨了，车厢里血肉横飞;一片惨叫声;一会又梦见父亲站在我的铺位前用皮鞭抽打我，骂我是不肖之人;一会又梦见一条狗把我追到一条死胡同，虎视眈眈地望着我。,睡着的一刻又总是被噩梦缠绕着，一会梦见火车出轨了，车厢里血肉四溅;一片惨叫声;一会又梦见父亲站在我的铺位前用皮鞭抽打我，骂我是不肖之人;一会又梦见一条狗把我追到一条死胡同，觊觎地望着我。
