idiom,explanation,original_sentence,original_paraphrase
回头是岸,能够悔改,生死一线间，各怀鬼胎的野心家能否回头是岸？,生死一线间，怀着坏心思的野心家能否能够悔改？
不可言状,大量,现在是时候了，应当采取具体措施，结束这些弹药引起的不可言状的人的痛苦，要利用许多国家解决这一问题的政治意愿。,现在是时候了，应当采取具体措施，结束这些弹药引起的大量的人的痛苦，要利用许多国家解决这一问题的政治意愿。
滚瓜烂熟,非常流利,我要把这一段背得滚瓜烂熟。,我要把这一段背得非常流利。
打得火热,彼此深入交流,他和姑娘们打得火热--这是他最大的乐趣。,他和姑娘们彼此深入交流--这是他最大的乐趣。
颠倒黑白,歪曲事实,"无论任何人，如果把这些行径归咎于伊斯兰教，或指控伊斯兰教允许这样的行径，都是对真主的宗教进行颠倒黑白的诬蔑，而真主说过：""此正是编造谎言诬蔑真主者永远不得昌盛""。","无论任何人，如果把这些行径归咎于伊斯兰教，或指控伊斯兰教允许这样的行径，都是对真主的宗教进行歪曲事实的诬蔑，而真主说过：""此正是编造谎言诬蔑真主者永远不得昌盛""。"
如愿以偿,能够得到满足,他们在喝酒的时候如愿以偿吧！只是这种闹饮，在有隔音设备的房间里举行。,他们在喝酒的时候能够得到满足吧！只是这种闹饮，在有隔音设备的房间里举行。
先恐后地,着,现在，零售商及研究人员正争先恐后地期待着与这个身着蓝色服装小人见面，但他具体什么时间能走出实验室还是个未知数。,现在，零售商及研究人员正争着期待着与这个身着蓝色服装小人见面，但他具体什么时间能走出实验室还是个未知数。
手到病除,医术高明,我若再说自己精通医道，手到病除，必将遭来祸害。,我若再说自己精通医道，医术高明，必将遭来祸害。
鸟语花香,万物生长,沿途鸟语花香，茂林修竹，瀑布清泉，让人真正接触大自然。,沿途万物生长，竹林茂密，瀑布清泉，让人真正接触大自然。
姑息养奸,无原则地宽容,我们认为，不这样做就等于姑息养奸，就是争取谈判解决努力的挫折。,我们认为，不这样做就等于无原则地宽容，就是争取谈判解决努力的挫折。
柴米油盐,生活,在浮华尘世里操心柴米油盐。,在浮华尘世里操心生活。
提供汉语,有中文,东京一些电器商店提供汉语导购，帮助购物者满载而归。,一些东京电器商店有中文导游，帮助顾客收获满足的商品。
纷纷扬扬,多而杂乱,风一阵又一阵，吹起落叶纷纷扬扬而起。,风一阵又一阵，吹起落叶多而杂乱而起。
气氛正在,程度不断,美国的债券收益率正在飞涨，而西方的央行尽管内部紧张气氛正在加剧，依然保持着掩耳盗铃的姿态。,美国债券收益率正在飙升，尽管西方各国央行内部的紧张程度不断加剧，但它们仍处于故意无视的模式。
独一无二,没有可以相比,处在一个独一无二的地理位置上，温哥华为人们提供了一个丰富的运动休闲条件。,处在一个没有可以相比的地理位置上，温哥华为人们提供了一个丰富的运动休闲条件。
陈词滥调,老套,说到这里，我的故事可能有点陈词滥调，但是这种陈词滥调却是我做为一个人需要去经历的，它彻底的改变了我的思想。,说到这里，我的故事可能有点老套，但是这种陈腐、空泛的论调却是我做为一个人需要去经历的，它彻底的改变了我的思想。
世外桃源,没有碰过的天堂,在我面前展现着整个山谷，像是一个世外桃源。,在我的面前，整个山谷就像地上一个没有碰过的天堂。
灯红酒绿,混乱,如今毕竟是灯红酒绿的时代。到处是闲花野草，到处有妩媚妖娆，搞得没有定力的男人们晕头转向、身不由已，从而让中年社会由衷地感到：女人不能老。,如今毕竟是混乱的时代。到处是诱惑，到处有妩媚妖娆，搞得没有定力的男人们迷失、控制不了自己，从而让中年社会由衷地感到：女人不能老。
闲花野草,诱惑,如今毕竟是灯红酒绿的时代。到处是闲花野草，到处有妩媚妖娆，搞得没有定力的男人们晕头转向、身不由已，从而让中年社会由衷地感到：女人不能老。,如今毕竟是混乱的时代。到处是诱惑，到处有妩媚妖娆，搞得没有定力的男人们迷失、控制不了自己，从而让中年社会由衷地感到：女人不能老。
晕头转向,迷失,如今毕竟是灯红酒绿的时代。到处是闲花野草，到处有妩媚妖娆，搞得没有定力的男人们晕头转向、身不由已，从而让中年社会由衷地感到：女人不能老。,如今毕竟是混乱的时代。到处是诱惑，到处有妩媚妖娆，搞得没有定力的男人们迷失、控制不了自己，从而让中年社会由衷地感到：女人不能老。
十室九空,很大部分,靠近边塞的居民，十室九空，在战争中丧生。,靠近边塞的居民，很大部分在战争中丧生。
贩夫走卒,平民,无论是贩夫走卒还是明星政要，他们一样自由地呼吸着充盈天地间的空气。,无论是平民还是明星政要，他们一样自由地呼吸着充盈天地间的空气。
低首下心,屈服,至于平时，他总是低首下心，深自负疚的样子。,至于平时，他总是屈服，深自负疚的样子。
恶语相加,有火花,“穆罕默德在这里需要一些恶语相加的实践，”老人继续说，“他能跟你争吵吗？”,穆罕默德在这里需要一些有火花的练习，”老人继续说，“他能跟你争吵吗？”
不顾一切,全力,然后，我走入了自己的迟暮之年，我不顾一切地进行最后一次尝试，决心要改变我的家人，我身边亲近的人。但，哎，他们也没有被我所改变。,然后，我走入了自己的晚年时代，我全力地进行最后一次尝试，决心要改变我的家人，我身边亲近的人。但，哎，他们也没有被我所改变。
绿林好汉,热血志士,事实上，今天的射箭运动员们仍然尊敬那些传说中的绿林好汉。,事实上，今天的射箭运动员们仍然尊敬那些传说中的热血志士。
卓尔不群,是优秀的,它们卓尔不群，它们不仅均是作者原创的优美图片，而且大多数十分有趣。,他们是优秀的，它们不仅均是作者原创的优美图片，而且多数是有趣的。
漫山遍野,到处都是,张家界是一个绿色宝库和天然动物园，98%以上的森林覆盖率，使这里漫山遍野一片葱茏。,张家界是一个绿色宝库和天然动物园，98%以上的森林覆盖率，使这里到处都是一片葱茏。
闭门造车,只凭主观想法,这一对乌干达的实况调查访问会完全不同于显然是闭门造车地对乌干达作出的报告。,这一对乌干达的实况调查访问会完全不同于显然是只凭主观想法地对乌干达作出的报告。
需要通过,不得不寻求,纽约首先是通向美国这一巨大市场的门户，而伦敦虽不是出于无奈，却需要通过海外市场求得发展。,纽约主要是进入美国市场的门户，而伦敦虽不是出于必要，却不得不寻求海外市场求得大部分增长。
得过且过,混日子,如往常一样得过且过只能加剧和延长危机。,如往常一样混日子只会使危机升级和延长。
绳之以法,的罪行,贾巴会非常感激你们如果你们能将谋害赫特人的杜库绳之以法。,贾巴非常感激希望你能依法惩处谋害赫特人杜库的罪行。
并且做些,和以以,网络及相关的科技使得顾客能自由的表达他们的感觉，交换信息，并且做些前所未闻的事情。,互联网和相关技术使用户能够自由的表达自己的感受、交流信息和以以前从未听说过的方式采取行动。
不胜枚举,很多,地震发生以来，我7次到汶川灾区，碰到这样感人的事迹不胜枚举。,地震发生以来，我7次到汶川灾区，碰到这样感人的事迹很多。
汹涌澎湃,凶猛、不可阻挡,该船在极为汹涌澎湃的海浪中渡过了危险。,该船在极为凶猛、不可阻挡的海浪中渡过了危险。
炉火纯青,完美,哇。你的推销术一定是炉火纯青。如果你能给我一些指点。我将感激不尽。,哇。你的推销术一定是完美。如果你能给我一些指点。我将非常感激。
十指连心,密切关联,也许确实有十指连心的伤害，如梦初醒的背叛，不胜其烦的纠缠。,或许真的有密切关联的伤害，仿佛从梦中醒来的背叛，沉重的纠缠。
不胜其烦,沉重,也许确实有十指连心的伤害，如梦初醒的背叛，不胜其烦的纠缠。,或许真的有密切关联的伤害，仿佛从梦中醒来的背叛，沉重的纠缠。
莺歌燕舞,美好,我喜欢莺歌燕舞的春天。,我喜欢美好的春天。
喷云吐雾,抽着烟,我在他的圣地出现，显然被他看作是羞于提及的莽撞事情。他默默地把烟管递到嘴里，胳臂交叉着，喷云吐雾。,我在他的圣地出现，显然被他看作是羞于提及的莽撞事情。他默默地把烟管递到嘴里，胳臂交叉着，抽着烟。
拾金不昧,将捡到的,好心人拾金不昧100万美元珠宝提包,好心人将捡到的100万美元珠宝提包归还给主人。
包藏祸心,含有恶意,他那包藏祸心的计划全部都失败了。,他那含有恶意的计划全部都失败了。
奴颜婢膝,讨好卑鄙,奴颜婢膝的附庸则很快就会导致外来日益增加的种种压力。,讨好卑鄙的附庸则很快就会导致外来日益增加的种种压力。
锋芒毕露,有所成就,这位边锋合同到期还有两年，几个月之前，他还并不清楚自己在葡萄牙人穆里尼奥手下能否锋芒毕露。,这位边锋合同到期还有两年，几个月之前，他还并不清楚自己在葡萄牙人穆里尼奥手下能否有所成就。
含苞待放,成熟,男女关系到了含苞待放的地步时，争取吻到对方的时机就来了。,男女关系到了成熟的地步时，争取吻到对方的时机就来了。
过目不忘,强大,尽管理查德第一位老师对他能力的早期判断有点言过其实，但是乔治小姐提到他过目不忘的能力却反映出她的观察力。,尽管他的第一位女教师早期对理查的能力作出的判断可能过于夸张，但乔治小姐提到他强大的记忆能力时却表现出了很大的洞察力。
