src,dst,src_tokenized,dst_tokenized
加上中年胖子说这话时，脸贴他很近，口气喷到了他脸上；口气中有些晚饭还没消化的酸臭；这些有钱人，嘴里都酸臭；他们在车里开着空调，风吹不着，雨打不着；自己一天到晚骑个摩托，风吹日晒，在街上吸些尘土和汽车尾气；本来就没好气，这时就更不耐烦了。,加上中年胖子说这话时，脸贴他很近，口气喷到了他脸上；口气中有些晚饭还没消化的酸臭；这些有钱人，嘴里都酸臭；他们在车里开着空调，风吹不着，雨打不着；自己一天到晚骑个摩托，被风吹被雨打，在街上吸些尘土和汽车尾气；本来就没好气，这时就更不耐烦了。,加 上 中 年 胖 子 说 这 话 时 ， 脸 贴 他 很 近 ， 口 气 喷 到 了 他 脸 上 ； 口 气 中 有 些 晚 饭 还 没 消 化 的 酸 臭 ； 这 些 有 钱 人 ， 嘴 里 都 酸 臭 ； 他 们 在 车 里 开 着 空 调 ， 风 吹 不 着 ， 雨 打 不 着 ； 自 己 一 天 到 晚 骑 个 摩 托 ， 风 吹 日 晒 ， 在 街 上 吸 些 尘 土 和 汽 车 尾 气 ； 本 来 就 没 好 气 ， 这 时 就 更 不 耐 烦 了 。,加 上 中 年 胖 子 说 这 话 时 ， 脸 贴 他 很 近 ， 口 气 喷 到 了 他 脸 上 ； 口 气 中 有 些 晚 饭 还 没 消 化 的 酸 臭 ； 这 些 有 钱 人 ， 嘴 里 都 酸 臭 ； 他 们 在 车 里 开 着 空 调 ， 风 吹 不 着 ， 雨 打 不 着 ； 自 己 一 天 到 晚 骑 个 摩 托 ， 被 风 吹 被 雨 打 ， 在 街 上 吸 些 尘 土 和 汽 车 尾 气 ； 本 来 就 没 好 气 ， 这 时 就 更 不 耐 烦 了 。
况且，香瓜的分类好似有意的“争取民众”——那银白的，又酥又甜的“羊角蜜”假若适于文雅的仕女吃取，那硬而厚的，绿皮金黄瓤子的“三白”与“哈蟆酥”就适于少壮的人们试一试嘴劲，而“老头儿乐”，顾名思义，是使没牙的老人们也不至向隅的。,况且，香瓜的分类好似有意的“争取民众”——那银白的，又酥又甜的“羊角蜜”假若适于文雅的仕女吃取，那硬而厚的，绿皮金黄瓤子的“三白”与“哈蟆酥”就适于少壮的人们试一试嘴劲，而“老头儿乐”，看名字就知道，是使没牙的老人们也不至向隅的。,况 且 ， 香 瓜 的 分 类 好 似 有 意 的 “ 争 取 民 众 ” — — 那 银 白 的 ， 又 酥 又 甜 的 “ 羊 角 蜜 ” 假 若 适 于 文 雅 的 仕 女 吃 取 ， 那 硬 而 厚 的 ， 绿 皮 金 黄 瓤 子 的 “ 三 白 ” 与 “ 哈 蟆 酥 ” 就 适 于 少 壮 的 人 们 试 一 试 嘴 劲 ， 而 “ 老 头 儿 乐 ” ， 顾 名 思 义 ， 是 使 没 牙 的 老 人 们 也 不 至 向 隅 的 。,况 且 ， 香 瓜 的 分 类 好 似 有 意 的 “ 争 取 民 众 ” — — 那 银 白 的 ， 又 酥 又 甜 的 “ 羊 角 蜜 ” 假 若 适 于 文 雅 的 仕 女 吃 取 ， 那 硬 而 厚 的 ， 绿 皮 金 黄 瓤 子 的 “ 三 白 ” 与 “ 哈 蟆 酥 ” 就 适 于 少 壮 的 人 们 试 一 试 嘴 劲 ， 而 “ 老 头 儿 乐 ” ， 看 名 字 就 知 道 ， 是 使 没 牙 的 老 人 们 也 不 至 向 隅 的 。
想到谢秋思昨天晚上心神不宁的样子，不知道她葫芦里卖的什么药。,想到谢秋思昨天晚上慌乱的样子，不知道她葫芦里卖的什么药。,想 到 谢 秋 思 昨 天 晚 上 心 神 不 宁 的 样 子 ， 不 知 道 她 葫 芦 里 卖 的 什 么 药 。,想 到 谢 秋 思 昨 天 晚 上 慌 乱 的 样 子 ， 不 知 道 她 葫 芦 里 卖 的 什 么 药 。
物理教师沉醉在弥漫的香气里，腾云驾雾，飘飘欲仙。,物理教师沉醉在弥漫的香气里，烟雾中，好像身处仙境。,物 理 教 师 沉 醉 在 弥 漫 的 香 气 里 ， 腾 云 驾 雾 ， 飘 飘 欲 仙 。,物 理 教 师 沉 醉 在 弥 漫 的 香 气 里 ， 烟 雾 中 ， 好 像 身 处 仙 境 。
李老喜也有几个虎背熊腰的儿子，其挥鞭打马的威风，并不比孙殿元孙毛旦差。,李老喜也有几个身形壮实的儿子，其挥鞭打马的威风，并不比孙殿元孙毛旦差。,李 老 喜 也 有 几 个 虎 背 熊 腰 的 儿 子 ， 其 挥 鞭 打 马 的 威 风 ， 并 不 比 孙 殿 元 孙 毛 旦 差 。,李 老 喜 也 有 几 个 身 形 壮 实 的 儿 子 ， 其 挥 鞭 打 马 的 威 风 ， 并 不 比 孙 殿 元 孙 毛 旦 差 。
假若日本人的疯狂是昂首挺胸的，冠晓荷和类似他的北平人的疯狂是沉溺在烟酒马褂与千层底缎鞋之间的。,假若日本人的疯狂是气势嚣张的，冠晓荷和类似他的北平人的疯狂是沉溺在烟酒马褂与千层底缎鞋之间的。,假 若 日 本 人 的 疯 狂 是 昂 首 挺 胸 的 ， 冠 晓 荷 和 类 似 他 的 北 平 人 的 疯 狂 是 沉 溺 在 烟 酒 马 褂 与 千 层 底 缎 鞋 之 间 的 。,假 若 日 本 人 的 疯 狂 是 气 势 嚣 张 的 ， 冠 晓 荷 和 类 似 他 的 北 平 人 的 疯 狂 是 沉 溺 在 烟 酒 马 褂 与 千 层 底 缎 鞋 之 间 的 。
看六指当年自己选的要死要活的对象，只是一个柿饼脸，现在由他来选美，他能选出什么好的呢？,看六指当年自己选的丑陋的对象，只是一个柿饼脸，现在由他来选美，他能选出什么好的呢？,看 六 指 当 年 自 己 选 的 要 死 要 活 的 对 象 ， 只 是 一 个 柿 饼 脸 ， 现 在 由 他 来 选 美 ， 他 能 选 出 什 么 好 的 呢 ？,看 六 指 当 年 自 己 选 的 丑 陋 的 对 象 ， 只 是 一 个 柿 饼 脸 ， 现 在 由 他 来 选 美 ， 他 能 选 出 什 么 好 的 呢 ？
“荀院长，你是院长，你不能像董宪法一样，也贪赃枉法呀。”,“荀院长，你是院长，你不能像董宪法一样，也贪污不公正呀。”,“ 荀 院 长 ， 你 是 院 长 ， 你 不 能 像 董 宪 法 一 样 ， 也 贪 赃 枉 法 呀 。 ”,“ 荀 院 长 ， 你 是 院 长 ， 你 不 能 像 董 宪 法 一 样 ， 也 贪 污 不 公 正 呀 。 ”
而无论它这一趟任务是成是败，也无论是拥有了妻财子禄，或是孑然一身，最后都将烟消云散。,而无论它这一趟任务是成是败，也无论是拥有了家庭财富，或是什么也没有，最后都将消失。,而 无 论 它 这 一 趟 任 务 是 成 是 败 ， 也 无 论 是 拥 有 了 妻 财 子 禄 ， 或 是 孑 然 一 身 ， 最 后 都 将 烟 消 云 散 。,而 无 论 它 这 一 趟 任 务 是 成 是 败 ， 也 无 论 是 拥 有 了 家 庭 财 富 ， 或 是 什 么 也 没 有 ， 最 后 都 将 消 失 。
现在日子好过了，我们不能忘记这好日子是怎么得来的，要发扬光大革命传统啊！”,现在日子好过了，我们不能忘记这好日子是怎么得来的，要发扬振兴革命传统啊！”,现 在 日 子 好 过 了 ， 我 们 不 能 忘 记 这 好 日 子 是 怎 么 得 来 的 ， 要 发 扬 光 大 革 命 传 统 啊 ！ ”,现 在 日 子 好 过 了 ， 我 们 不 能 忘 记 这 好 日 子 是 怎 么 得 来 的 ， 要 发 扬 振 兴 革 命 传 统 啊 ！ ”
那次起义，虽然事出仓猝，由几个血气方刚的小伙子闯成了革命，可是也就是那么一闯，却把个民国给闯了出来呢。,那次起义，虽然事出仓猝，由几个精力旺盛的小伙子闯成了革命，可是也就是那么一闯，却把个民国给闯了出来呢。,那 次 起 义 ， 虽 然 事 出 仓 猝 ， 由 几 个 血 气 方 刚 的 小 伙 子 闯 成 了 革 命 ， 可 是 也 就 是 那 么 一 闯 ， 却 把 个 民 国 给 闯 了 出 来 呢 。,那 次 起 义 ， 虽 然 事 出 仓 猝 ， 由 几 个 精 力 旺 盛 的 小 伙 子 闯 成 了 革 命 ， 可 是 也 就 是 那 么 一 闯 ， 却 把 个 民 国 给 闯 了 出 来 呢 。
李先生做教师，以身作则，不多讲话，使学生衷心感动，自然诚服。,李先生做教师，以自己为表率，不多讲话，使学生衷心感动，自然诚服。,李 先 生 做 教 师 ， 以 身 作 则 ， 不 多 讲 话 ， 使 学 生 衷 心 感 动 ， 自 然 诚 服 。,李 先 生 做 教 师 ， 以 自 己 为 表 率 ， 不 多 讲 话 ， 使 学 生 衷 心 感 动 ， 自 然 诚 服 。
人真是奇怪，蜗居斗室时，满脑都是纵横千里的遐想，而当我在写各地名山大川游历记的时候，倒反而常常有一些静定的小点在眼前隐约，也许是一位偶然路遇的老人，也许是一只老是停在我身边赶也赶不走的小鸟，也许是一个让我打了一次瞌睡的草垛。,人真是奇怪，蜗居斗室时，满脑都是纵横千里的遐想，而当我在写各地山川风景游历记的时候，倒反而常常有一些静定的小点在眼前隐约，也许是一位偶然路遇的老人，也许是一只老是停在我身边赶也赶不走的小鸟，也许是一个让我打了一次瞌睡的草垛。,人 真 是 奇 怪 ， 蜗 居 斗 室 时 ， 满 脑 都 是 纵 横 千 里 的 遐 想 ， 而 当 我 在 写 各 地 名 山 大 川 游 历 记 的 时 候 ， 倒 反 而 常 常 有 一 些 静 定 的 小 点 在 眼 前 隐 约 ， 也 许 是 一 位 偶 然 路 遇 的 老 人 ， 也 许 是 一 只 老 是 停 在 我 身 边 赶 也 赶 不 走 的 小 鸟 ， 也 许 是 一 个 让 我 打 了 一 次 瞌 睡 的 草 垛 。,人 真 是 奇 怪 ， 蜗 居 斗 室 时 ， 满 脑 都 是 纵 横 千 里 的 遐 想 ， 而 当 我 在 写 各 地 山 川 风 景 游 历 记 的 时 候 ， 倒 反 而 常 常 有 一 些 静 定 的 小 点 在 眼 前 隐 约 ， 也 许 是 一 位 偶 然 路 遇 的 老 人 ， 也 许 是 一 只 老 是 停 在 我 身 边 赶 也 赶 不 走 的 小 鸟 ， 也 许 是 一 个 让 我 打 了 一 次 瞌 睡 的 草 垛 。
等了几天，钟文鳌先生没有回信来，我更觉得我不应该这样“盛气凌人”。,等了几天，钟文鳌先生没有回信来，我更觉得我不应该这样“傲慢自大气势骄纵”。,等 了 几 天 ， 钟 文 鳌 先 生 没 有 回 信 来 ， 我 更 觉 得 我 不 应 该 这 样 “ 盛 气 凌 人 ” 。,等 了 几 天 ， 钟 文 鳌 先 生 没 有 回 信 来 ， 我 更 觉 得 我 不 应 该 这 样 “ 傲 慢 自 大 气 势 骄 纵 ” 。
对联的嵌缀者的闲情逸致是很可叫人佩服的。,对联的嵌缀者的悠闲安逸的心境是很可叫人佩服的。,对 联 的 嵌 缀 者 的 闲 情 逸 致 是 很 可 叫 人 佩 服 的 。,对 联 的 嵌 缀 者 的 悠 闲 安 逸 的 心 境 是 很 可 叫 人 佩 服 的 。
灯盏死时老汪没有伤心，现在看到这一牙月饼，不禁悲从中来，心里像刀剜一样疼。,灯盏死时老汪没有伤心，现在看到这一牙月饼，不禁感到悲伤，心里像刀剜一样疼。,灯 盏 死 时 老 汪 没 有 伤 心 ， 现 在 看 到 这 一 牙 月 饼 ， 不 禁 悲 从 中 来 ， 心 里 像 刀 剜 一 样 疼 。,灯 盏 死 时 老 汪 没 有 伤 心 ， 现 在 看 到 这 一 牙 月 饼 ， 不 禁 感 到 悲 伤 ， 心 里 像 刀 剜 一 样 疼 。
我的心为她良苦的心感到忧伤，我用低调观察着人生，心弦纤细如丝，明察秋毫，并自然地战栗。,我的心为她良苦的心感到忧伤，我用低调观察着人生，心弦纤细如丝，观察仔细，并自然地战栗。,我 的 心 为 她 良 苦 的 心 感 到 忧 伤 ， 我 用 低 调 观 察 着 人 生 ， 心 弦 纤 细 如 丝 ， 明 察 秋 毫 ， 并 自 然 地 战 栗 。,我 的 心 为 她 良 苦 的 心 感 到 忧 伤 ， 我 用 低 调 观 察 着 人 生 ， 心 弦 纤 细 如 丝 ， 观 察 仔 细 ， 并 自 然 地 战 栗 。
舱内聚集着一群早有先见之明的人，从一开始就没有出过舱门，宁静端坐，自足而又安详。,舱内聚集着一群早有先见的人，从一开始就没有出过舱门，宁静端坐，自足而又安详。,舱 内 聚 集 着 一 群 早 有 先 见 之 明 的 人 ， 从 一 开 始 就 没 有 出 过 舱 门 ， 宁 静 端 坐 ， 自 足 而 又 安 详 。,舱 内 聚 集 着 一 群 早 有 先 见 的 人 ， 从 一 开 始 就 没 有 出 过 舱 门 ， 宁 静 端 坐 ， 自 足 而 又 安 详 。
众人闷坐了一阵，索然无味，又没有瞌睡，不愿回去到家里炕上喂蚊子血肉，总不肯走。,众人闷坐了一阵，感到无聊，又没有瞌睡，不愿回去到家里炕上喂蚊子血肉，总不肯走。,众 人 闷 坐 了 一 阵 ， 索 然 无 味 ， 又 没 有 瞌 睡 ， 不 愿 回 去 到 家 里 炕 上 喂 蚊 子 血 肉 ， 总 不 肯 走 。,众 人 闷 坐 了 一 阵 ， 感 到 无 聊 ， 又 没 有 瞌 睡 ， 不 愿 回 去 到 家 里 炕 上 喂 蚊 子 血 肉 ， 总 不 肯 走 。
她须努力，挣扎，奋斗；她想，只要自己有用武之地，她一定不会走到绝路。,她须努力，挣扎，奋斗；她想，只要自己有用处，她一定不会走到绝路。,她 须 努 力 ， 挣 扎 ， 奋 斗 ； 她 想 ， 只 要 自 己 有 用 武 之 地 ， 她 一 定 不 会 走 到 绝 路 。,她 须 努 力 ， 挣 扎 ， 奋 斗 ； 她 想 ， 只 要 自 己 有 用 处 ， 她 一 定 不 会 走 到 绝 路 。
小路旁草地上，两个老百姓打扮的盘腿坐在那里，他们面前横放着一支长枪，其中一位手拿着一支盒子炮，距三四丈的高坡上又站着一位，肩着自动步枪，——他是在警戒的，他们大概早已接到“招呼”，并没对那一群不伦不类，南腔北调的“唐装”难民问一句，也没有开口要“通行费”。,小路旁草地上，两个老百姓打扮的盘腿坐在那里，他们面前横放着一支长枪，其中一位手拿着一支盒子炮，距三四丈的高坡上又站着一位，肩着自动步枪，——他是在警戒的，他们大概早已接到“招呼”，并没对那一群不正规，口音不正的“唐装”难民问一句，也没有开口要“通行费”。,小 路 旁 草 地 上 ， 两 个 老 百 姓 打 扮 的 盘 腿 坐 在 那 里 ， 他 们 面 前 横 放 着 一 支 长 枪 ， 其 中 一 位 手 拿 着 一 支 盒 子 炮 ， 距 三 四 丈 的 高 坡 上 又 站 着 一 位 ， 肩 着 自 动 步 枪 ， — — 他 是 在 警 戒 的 ， 他 们 大 概 早 已 接 到 “ 招 呼 ” ， 并 没 对 那 一 群 不 伦 不 类 ， 南 腔 北 调 的 “ 唐 装 ” 难 民 问 一 句 ， 也 没 有 开 口 要 “ 通 行 费 ” 。,小 路 旁 草 地 上 ， 两 个 老 百 姓 打 扮 的 盘 腿 坐 在 那 里 ， 他 们 面 前 横 放 着 一 支 长 枪 ， 其 中 一 位 手 拿 着 一 支 盒 子 炮 ， 距 三 四 丈 的 高 坡 上 又 站 着 一 位 ， 肩 着 自 动 步 枪 ， — — 他 是 在 警 戒 的 ， 他 们 大 概 早 已 接 到 “ 招 呼 ” ， 并 没 对 那 一 群 不 正 规 ， 口 音 不 正 的 “ 唐 装 ” 难 民 问 一 句 ， 也 没 有 开 口 要 “ 通 行 费 ” 。
他确是吓了一跳，好象坐车不带行李是大逆不道似的。,他确是吓了一跳，好象坐车不带行李是有违常理似的。,他 确 是 吓 了 一 跳 ， 好 象 坐 车 不 带 行 李 是 大 逆 不 道 似 的 。,他 确 是 吓 了 一 跳 ， 好 象 坐 车 不 带 行 李 是 有 违 常 理 似 的 。
他想不通一个革命的领袖为什么可以摇身一变就变作卖国贼。,他想不通一个革命的领袖为什么可以一下子就变作卖国贼。,他 想 不 通 一 个 革 命 的 领 袖 为 什 么 可 以 摇 身 一 变 就 变 作 卖 国 贼 。,他 想 不 通 一 个 革 命 的 领 袖 为 什 么 可 以 一 下 子 就 变 作 卖 国 贼 。
人在人群，每个人就都是自己也都是他人，人类是万灵万物之网的一脉，个人又是人类整体之一局部——这是人之独闻的天启，人于是恍然而悟：原来如此，惟整体的音乐可使单独的音符连接出意义，惟宏博的爱愿是人性升华的路径。,人在人群，每个人就都是自己也都是他人，人类是万灵万物之网的一脉，个人又是人类整体之一局部——这是人之独闻的天启，人于是突然明白：原来是这样，惟整体的音乐可使单独的音符连接出意义，惟宏博的爱愿是人性升华的路径。,人 在 人 群 ， 每 个 人 就 都 是 自 己 也 都 是 他 人 ， 人 类 是 万 灵 万 物 之 网 的 一 脉 ， 个 人 又 是 人 类 整 体 之 一 局 部 — — 这 是 人 之 独 闻 的 天 启 ， 人 于 是 恍 然 而 悟 ： 原 来 如 此 ， 惟 整 体 的 音 乐 可 使 单 独 的 音 符 连 接 出 意 义 ， 惟 宏 博 的 爱 愿 是 人 性 升 华 的 路 径 。,人 在 人 群 ， 每 个 人 就 都 是 自 己 也 都 是 他 人 ， 人 类 是 万 灵 万 物 之 网 的 一 脉 ， 个 人 又 是 人 类 整 体 之 一 局 部 — — 这 是 人 之 独 闻 的 天 启 ， 人 于 是 突 然 明 白 ： 原 来 是 这 样 ， 惟 整 体 的 音 乐 可 使 单 独 的 音 符 连 接 出 意 义 ， 惟 宏 博 的 爱 愿 是 人 性 升 华 的 路 径 。
